epoch,stage,train_loss,validation_loss,learning_rate,seconds,examples_per_second,cuda_peak_memory_bytes,train_visible,train_response,train_first_layer,train_active,train_profile_flow,train_count,train_support_bce,train_support_rank,train_share_flow
10,joint,4.590770884250127,4.577021376803888,0.00017001366573689785,1710.2222520839423,15.567567295746555,11743589888,0.04309909487193996,-0.8591822725613458,0.36264516479833814,0.20044806338712348,1.737657809260194,3.104450062854295,0.5331743475362903,0.1944351746426366,4.393592926976056
11,joint,4.560773239066963,4.523596808641582,0.00015050000000000022,1715.6685859188437,15.518148562323443,11743589888,0.04283107786254973,-0.8638177401145762,0.3605251314226394,0.20004718515712155,1.7241700308156869,3.095277701892212,0.5329917965573128,0.19455674959479727,4.348509341579099
12,joint,4.562129084473396,4.569292887063536,0.00013098633426310272,1719.5135246738791,15.483449020879016,11743589888,0.042802554094741034,-0.8646639538684104,0.36083184868966567,0.1999733794823957,1.7257778309797795,3.0895383725006194,0.5333586109028439,0.19418343331548096,4.352270094478402
13,joint,4.564993214333194,4.605454146774761,0.00011180655275717434,1716.5447922647,15.510227359039078,11743589888,0.042753736970600024,-0.8678251479674058,0.35879732383290175,0.1996417298714857,1.7257262768577772,3.083688642545033,0.5327171839677941,0.19416382117081474,4.3745141942570385
14,joint,4.567880052689472,4.548162350717436,9.328882686142004e-05,1715.7302506752312,15.517590827300525,11743589888,0.04253702186672999,-0.8697843662566924,0.3575423813819001,0.19944515674030133,1.7161405806152408,3.078369607198929,0.5326515580247269,0.19412179192847595,4.39501641907347
15,joint,4.534448956056895,4.529629314626468,7.575000000000061e-05,1711.9448624774814,15.551902741464728,11743589888,0.042464184229314375,-0.871436219653599,0.35662219441647053,0.199068370403028,1.7107205159738845,3.0736307651308277,0.5322770618333832,0.19396597756870915,4.331128099143626
16,joint,4.531699142989098,4.565765620674256,5.9490166363196915e-05,1710.6041967570782,15.564091360510591,11743589888,0.0423166417304514,-0.8733296611055121,0.3557856944018415,0.1987947369494335,1.7014515346467347,3.0699445832707952,0.5320892755529056,0.1935450023097688,4.337517680389967
17,joint,4.538521224162265,4.56145468253866,4.478753621261167e-05,1715.9754605870694,15.515373390532869,11743589888,0.04224034075659029,-0.8773080906615254,0.3548791458629431,0.19871773271459783,1.7000524743279815,3.0668019635306036,0.5319140465619033,0.19362661950432936,4.361114872987673
18,joint,4.530561639619406,4.54172688521892,3.1893675626460825e-05,1716.3005149662495,15.512434895775552,11743589888,0.042171747578329095,-0.8762690711539056,0.3530894038160352,0.19852063706548118,1.6983271359671928,3.064023003804944,0.5316844808845765,0.19365956732180034,4.354373853191052
19,joint,4.525838607276967,4.514053317498672,2.1029202134226618e-05,1711.7478464916348,15.553692709220014,11743589888,0.04224067497573872,-0.8777316060680124,0.3526552596816201,0.19826811954634319,1.6959255621297311,3.0617053209459133,0.5318141770921689,0.1936075159688374,4.347794400186777
20,joint,4.527823967038444,4.519950488999508,1.2380009889562644e-05,1715.2361924108118,15.522060528922978,11743589888,0.041991346786481275,-0.8790638619625449,0.35195803237742457,0.1980875935594402,1.6803081585986404,3.0610252102672826,0.5314412111160802,0.19351864189030432,4.365080399235977
21,joint,4.533987313744074,4.5518379022925,6.0940889697843575e-06,1716.9768214914948,15.506324643842541,11743589888,0.04200841862324429,-0.8797756240308149,0.3517492223629651,0.19808392917264253,1.6819218275432575,3.0591364773055414,0.5313225689975695,0.19358468852166472,4.380341458755865
22,joint,4.515197466750765,4.550028754886387,2.2789932246154182e-06,1716.2791634928435,15.512627879148063,11743589888,0.04188944374554174,-0.8809374013784419,0.3511296837794185,0.19802243592406893,1.6877328902986743,3.058508312860695,0.5314173213810112,0.19351288992789836,4.340384949481458
23,joint,4.485034537309995,4.524821275847898,1e-06,1714.5405946765095,15.528357906873168,11743589888,0.04190416099816858,-0.8805273897869285,0.3511552794644194,0.19799143490451854,1.6821371410004267,3.0581913581430737,0.5314061651230934,0.19318062970102007,4.275551415010968
