variant,epoch,train_loss,validation_loss,learning_rate,seconds,examples_per_second,cuda_peak_memory_bytes,train_visible,train_response,train_first_layer,train_active,train_profile_flow,train_count,train_support_bce,train_support_rank,train_share_flow
calibrated_lr3e5,10,4.939226978072879,4.874425800792644,1e-06,639.5476386332884,41.62942428635248,11742865920,0.048313598060681966,-0.8519979823162387,0.419680287752528,0.25777494673887325,1.9305978262910763,3.3765033035093475,0.5452621040216351,0.20386757915060827,4.56255023453132
calibrated_lr1e4,0,5.092891363563478,4.97325349552216,0.000001,3839.4652499389995,6.934298988751883,11755663872,0.05128873818669848,-0.8081911093592071,0.435434379934566,0.2800290996571073,2.0843161813358964,3.4398509468450884,0.5538861794879583,0.20958577880309676,4.648392725238022
calibrated_lr1e4,1,5.058266722460117,4.952878915722513,0.00005049999999999987,4046.9935699440002,6.5787107243583804,11738958336,0.05044859482334574,-0.8125054125927913,0.4299392864836016,0.2707115122802843,2.0678405253527696,3.4266665565932635,0.5541516439130721,0.2096783308002066,4.624535038365366
calibrated_lr1e4,2,4.964756820823578,4.8788224024095435,0.000001,4044.7024621650007,6.5824372123899115,11738958336,0.04907363573856843,-0.8393611592081771,0.423883117862165,0.2618968395135519,1.9815204256768966,3.397075317774857,0.5480784573465256,0.20601207410997707,4.5442344255481775
calibrated_lr1e4,3,5.032178103346155,4.91142109826229,0.00005049999999999987,4042.590325212,6.5858763461528325,11738958336,0.049229733685009706,-0.8196735601539621,0.42192667193126443,0.26163230105270696,2.0357941027452795,3.395620839993965,0.5522615479367097,0.20816196055429217,4.658861159069301
calibrated_lr1e4,4,4.920951926818376,4.827105448151752,0.000001,4038.424303226,6.592670309242158,11738958336,0.047987929477886576,-0.8450256471752333,0.4162135515666378,0.2561985788497875,1.942076459295287,3.363806986233821,0.5469947423326665,0.20437714629461293,4.533160405543733
calibrated_lr1e4,5,4.975381346309886,4.912983899584277,9.336825748732983e-05,644.3244644012302,41.32079638593522,11742865920,0.04852673503382556,-0.8159359961172429,0.41769879504640295,0.2587163171913338,2.011166538812299,3.3736158205577857,0.5509389396022241,0.20764291681414765,4.580490606175583
calibrated_lr1e4,6,4.952603317688037,4.854264015334592,7.525000000000019e-05,645.1662143673748,41.2668850400148,11742865920,0.047734134336313766,-0.8270991678905487,0.4131150868353353,0.25510947900730424,1.972651387889132,3.346309388250764,0.5490544851779507,0.20588787747364418,4.599755637275493
calibrated_lr1e4,7,4.901832176377866,4.805980257548141,5.050000000000024e-05,645.4007382886484,41.25188959435728,11742865920,0.047461429144177,-0.8334963630453359,0.40927718780306793,0.2506505179632239,1.9455024744305278,3.3210945162172383,0.5478305506335472,0.20495301128233073,4.539230644823813
calibrated_lr1e4,8,4.857341394086988,4.766131002068694,2.5750000000000087e-05,645.0125428363681,41.27671670216526,11742865920,0.046898422022883274,-0.8442779375355453,0.4063880224828687,0.24687060496144556,1.9160744348355772,3.298608457340914,0.5447678342914968,0.20321326960421426,4.498643595247567
calibrated_lr1e4,9,4.826838468898114,4.781653928896344,7.631742512670315e-06,645.41456855461,41.25100562824882,11742865920,0.046561602735340955,-0.8563413526447915,0.40437833218937513,0.2434659655620876,1.8874521710756047,3.276355160983371,0.5429148539810104,0.20197890315549932,4.47827303801836
calibrated_lr1e4,10,4.834673262351747,4.768464569466006,1e-06,645.3139459611848,41.2574378201977,11742865920,0.046628780849889306,-0.8623639572914773,0.40327396242047503,0.24165360749788803,1.8555285310272378,3.2656615802987567,0.5419298755993627,0.20129619343997607,4.5258248731685375
calibrated_lr3e4,0,5.194306846564488,4.951028173175772,0.000001,3816.0760433090004,6.976800173225523,11755663872,0.0512317803090712,-0.6957879457620274,0.4348019254182927,0.2780436634268475,2.206515295483493,3.461041323472875,0.5646146186265372,0.21691259865371768,4.733354556418121
calibrated_lr3e4,1,5.097583635986617,4.9870148427664445,0.00015049999999999995,4249.067804435999,6.265844939495839,11738958336,0.04974570144410754,-0.740085120203066,0.42308985311470815,0.26870945372243227,2.1408250624326963,3.4308146524998904,0.5611129259979883,0.21428203629949003,4.6625362098660315
calibrated_lr3e4,2,4.909252279536101,4.800034052805531,0.000001,4190.854263036999,6.352881376673381,11738958336,0.04734883244694705,-0.8228384606942265,0.41061971479271625,0.25161475278747786,1.9500211144262052,3.345273365006136,0.5475751319217983,0.20540905068969575,4.53389380086723
calibrated_lr3e4,3,5.036473814528188,4.828353757914129,0.00015049999999999995,3858.933384524,6.899315781602712,11738958336,0.048647581748399116,-0.7686689309463276,0.41160714183487995,0.25896114150575616,2.0428646829231973,3.3834783226513556,0.5567818912724695,0.21097042679732947,4.685800476844767
calibrated_lr3e4,4,4.849812747821201,4.7380412609301406,0.000001,3851.788536900999,6.912113618111716,11738958336,0.04651117759656202,-0.8409228234633629,0.4021970511981678,0.24184388073330423,1.8875003074885006,3.285668676813524,0.5458763036503297,0.20329475359340926,4.520596865439485
calibrated_lr3e4,5,4.980392364437902,4.909546668847169,0.0002799707978657728,635.5534502146766,41.89104785916428,11742865920,0.04891171046292855,-0.7694180558208531,0.4092692664737528,0.25665675377204983,2.020926528265005,3.377387068415107,0.5537449070024738,0.2090692878531824,4.598118310122977
calibrated_lr3e4,6,4.925101056302053,4.77242514155096,0.00022525000000000022,635.7527610948309,41.87791485820803,11742865920,0.047737060796428206,-0.8041429690487689,0.40622846321059036,0.24376790146331864,1.9526563791076639,3.303689569832641,0.5502612205247017,0.2064729550983929,4.593840751503942
calibrated_lr3e4,7,4.844548445981662,4.727558443870936,0.0001505000000000004,636.4732431471348,41.83050943092871,11742865920,0.04713499359281441,-0.8262754681748482,0.40070639522601376,0.23482755118893267,1.9025441849180673,3.2459421209959074,0.5469014424043973,0.20387214179414603,4.519515973209986
calibrated_lr3e4,8,4.779115899017004,4.684972168585915,7.575000000000019e-05,635.9877916630358,41.862438790501415,11742865920,0.04635699257925727,-0.8498725857574544,0.3961946757195246,0.2293238363847731,1.8530622273112622,3.203063055392668,0.5428918228376173,0.20178093638624564,4.466307443704104
calibrated_lr3e4,9,4.741002272667583,4.698572802508733,2.102920213422649e-05,636.270810617134,41.84381800286698,11742865920,0.04588742020718892,-0.8633764231006796,0.3934344803417203,0.22586413188351553,1.818248720918122,3.1762410007620385,0.5404965327966581,0.20022114427919346,4.4404156626627636
calibrated_lr3e4,10,4.742727425551398,4.680964561367454,1e-06,636.774783344008,41.81070088891504,11742865920,0.0456256594105998,-0.8699910838848569,0.39145237552082884,0.22357213398005502,1.7827027782357865,3.1647507128802563,0.5392898162232881,0.19931102664635367,4.484205317733684
calibrated_lr1e4_halfbatch,0,5.103948351577619,4.976166040097986,0.000001,4018.680098275,6.625060803279223,5928636928,0.051211843777938366,-0.8040021308771881,0.4357806672661168,0.2767928367359314,2.129454344040858,3.4220573222795694,0.5638502601711283,0.21060447893568274,4.631473854650967
calibrated_lr1e4_halfbatch,1,5.074130885042745,4.9983043192420835,0.000050500000000000076,4060.913788047,6.556159866866857,5911931392,0.049909587146833766,-0.8004674024006624,0.42891524687089516,0.2691423330791437,2.1182928651215285,3.4043491710298954,0.5647483715333728,0.21027113554601684,4.622140315099157
calibrated_lr1e4_halfbatch,2,4.960173670762504,4.903753406306835,0.000001,4059.7162291249997,6.558093841386134,5911931392,0.04909730860283391,-0.8383204440276057,0.42024877168711905,0.25860941262715487,1.988417019171303,3.353688668923951,0.556745784245104,0.20496040193377876,4.545919971944836
calibrated_lr1e4_halfbatch,3,4.978491820406747,4.882708232189866,0.000050500000000000076,3987.107890068,6.67752183639704,5911931392,0.04923004902965672,-0.8147276962291712,0.4173443552864302,0.26043055496617884,2.04261293146211,3.358467172576899,0.5610229014403276,0.20775875478272626,4.546341350493948
calibrated_lr1e4_halfbatch,4,4.8973880599741735,4.8450291584386305,0.000001,3989.0222998339996,6.674317163157483,5911931392,0.048532330303494284,-0.8465543516162939,0.41084351335972635,0.25078294418856306,1.9330698158629767,3.30227013401803,0.5544495601429511,0.20337632484395596,4.516849316950449
calibrated_lr1e4_halfbatch,5,4.978950244015016,4.8434949884652045,9.336825748732972e-05,699.3098675673828,38.07182085477239,5911931392,0.049626477719638996,-0.8048106493580943,0.41235527176848935,0.2584424673720056,2.0195536103728444,3.3379650714162614,0.5608143217732354,0.20745909264479534,4.585470818481871
calibrated_lr1e4_halfbatch,6,4.943258733961103,4.894865002848568,7.525000000000039e-05,699.6727645043284,38.05207427055037,5911931392,0.04900274398417616,-0.8151401141909255,0.41014853709382126,0.25353612972233264,1.983766619669362,3.313482164973903,0.558227395098543,0.20562628797174226,4.564808660190815
calibrated_lr1e4_halfbatch,7,4.889201761662275,4.751081507342103,5.05000000000004e-05,701.3235123362392,37.96250878757864,5911931392,0.048927119221412206,-0.8306260870086057,0.40618841515095727,0.2463535819682701,1.929692731217702,3.278251196911186,0.5551570954155164,0.20393656426022685,4.524283396182147
calibrated_lr1e4_halfbatch,8,4.848497789777128,4.835404709177869,2.575000000000012e-05,700.443100172095,38.01022523236881,5911931392,0.04892208856346832,-0.8480614110334435,0.4025786877061354,0.2407948416761646,1.8889992552846568,3.243229967605592,0.5526525106836015,0.20196241424695002,4.504751415444248
calibrated_lr1e4_halfbatch,9,4.832191478972342,4.736288855749552,7.631742512670366e-06,699.9164209123701,38.03882750071003,5911931392,0.048821529446414054,-0.8600915806281573,0.4018769102167331,0.23766726897099594,1.8564612540289012,3.2208890761505895,0.5508183635299422,0.20099119386655243,4.50874328593131
calibrated_lr1e4_halfbatch,10,4.796300601738919,4.710828610604539,1e-06,705.1353121586144,37.75729216921014,5911931392,0.04914324483559764,-0.8653976996378626,0.4006923639627207,0.23549865534416164,1.845742318539945,3.20676468933706,0.5496974604534678,0.20007389076499082,4.451869838438459
